Input,Score,PPI
8alk-model-96,0.2854,8alk-model-96_A_Z
8alk-model-97,0.1304,8alk-model-97_A_Z
8alk-model-98,0.3952,8alk-model-98_A_Z
8alk-model-99,0.2337,8alk-model-99_A_Z
8av2-model-1,0.2445,8av2-model-1_A_Z
8av2-model-10,0.3098,8av2-model-10_A_Z
8av2-model-100,0.4504,8av2-model-100_A_Z
8av2-model-11,0.4564,8av2-model-11_A_Z
8av2-model-12,0.1012,8av2-model-12_A_Z
8av2-model-13,0.1161,8av2-model-13_A_Z
8av2-model-14,0.1779,8av2-model-14_A_Z
8av2-model-15,0.2707,8av2-model-15_A_Z
8av2-model-16,0.2615,8av2-model-16_A_Z
8av2-model-17,0.1803,8av2-model-17_A_Z
8av2-model-18,0.2032,8av2-model-18_A_Z
8av2-model-19,0.2543,8av2-model-19_A_Z
8av2-model-2,0.0621,8av2-model-2_A_Z
8av2-model-20,0.1335,8av2-model-20_A_Z
8av2-model-21,0.1514,8av2-model-21_A_Z
8av2-model-22,0.1428,8av2-model-22_A_Z
8av2-model-23,0.2286,8av2-model-23_A_Z
8av2-model-24,0.1163,8av2-model-24_A_Z
8av2-model-25,0.1805,8av2-model-25_A_Z
8av2-model-26,0.3721,8av2-model-26_A_Z
8av2-model-27,0.0986,8av2-model-27_A_Z
8av2-model-28,0.134,8av2-model-28_A_Z
8av2-model-29,0.2926,8av2-model-29_A_Z
8av2-model-3,0.0947,8av2-model-3_A_Z
8av2-model-30,0.2055,8av2-model-30_A_Z
8av2-model-31,0.2117,8av2-model-31_A_Z
8av2-model-32,0.0721,8av2-model-32_A_Z
8av2-model-33,0.3661,8av2-model-33_A_Z
8av2-model-34,0.1725,8av2-model-34_A_Z
8av2-model-35,0.5792,8av2-model-35_A_Z
8av2-model-36,0.1154,8av2-model-36_A_Z
8av2-model-37,0.15,8av2-model-37_A_Z
8av2-model-38,0.1478,8av2-model-38_A_Z
8av2-model-39,0.1994,8av2-model-39_A_Z
8av2-model-4,0.2274,8av2-model-4_A_Z
8av2-model-40,0.1058,8av2-model-40_A_Z
8av2-model-41,0.2132,8av2-model-41_A_Z
8av2-model-42,0.1336,8av2-model-42_A_Z
8av2-model-43,0.1781,8av2-model-43_A_Z
8av2-model-44,0.1204,8av2-model-44_A_Z
8av2-model-45,0.0931,8av2-model-45_A_Z
8av2-model-46,0.1159,8av2-model-46_A_Z
8av2-model-47,0.1938,8av2-model-47_A_Z
8av2-model-48,0.1602,8av2-model-48_A_Z
8av2-model-49,0.3036,8av2-model-49_A_Z
8av2-model-5,0.2274,8av2-model-5_A_Z
8av2-model-50,0.1223,8av2-model-50_A_Z
8av2-model-51,0.1977,8av2-model-51_A_Z
8av2-model-52,0.2444,8av2-model-52_A_Z
8av2-model-53,0.0939,8av2-model-53_A_Z
8av2-model-54,0.1015,8av2-model-54_A_Z
8av2-model-55,0.2468,8av2-model-55_A_Z
8av2-model-56,0.3411,8av2-model-56_A_Z
8av2-model-57,0.0917,8av2-model-57_A_Z
8av2-model-58,0.0585,8av2-model-58_A_Z
8av2-model-59,0.1201,8av2-model-59_A_Z
8av2-model-6,0.1322,8av2-model-6_A_Z
8av2-model-60,0.0593,8av2-model-60_A_Z
8av2-model-61,0.097,8av2-model-61_A_Z
8av2-model-62,0.1134,8av2-model-62_A_Z
8av2-model-63,0.3159,8av2-model-63_A_Z
8av2-model-64,0.1131,8av2-model-64_A_Z
8av2-model-65,0.1051,8av2-model-65_A_Z
8av2-model-66,0.2274,8av2-model-66_A_Z
8av2-model-67,0.2994,8av2-model-67_A_Z
8av2-model-68,0.1029,8av2-model-68_A_Z
8av2-model-69,0.2673,8av2-model-69_A_Z
8av2-model-7,0.2683,8av2-model-7_A_Z
8av2-model-70,0.2274,8av2-model-70_A_Z
8av2-model-71,0.2274,8av2-model-71_A_Z
8av2-model-72,0.2494,8av2-model-72_A_Z
8av2-model-73,0.095,8av2-model-73_A_Z
8av2-model-74,0.1155,8av2-model-74_A_Z
8av2-model-75,0.154,8av2-model-75_A_Z
8av2-model-76,0.3369,8av2-model-76_A_Z
8av2-model-77,0.1247,8av2-model-77_A_Z
8av2-model-78,0.254,8av2-model-78_A_Z
8av2-model-79,0.2112,8av2-model-79_A_Z
8av2-model-8,0.1599,8av2-model-8_A_Z
8av2-model-80,0.0882,8av2-model-80_A_Z
8av2-model-81,0.4482,8av2-model-81_A_Z
8av2-model-82,0.0844,8av2-model-82_A_Z
8av2-model-83,0.1448,8av2-model-83_A_Z
8av2-model-84,0.119,8av2-model-84_A_Z
8av2-model-85,0.1058,8av2-model-85_A_Z
8av2-model-86,0.2487,8av2-model-86_A_Z
8av2-model-87,0.5665,8av2-model-87_A_Z
8av2-model-88,0.1483,8av2-model-88_A_Z
8av2-model-89,0.0942,8av2-model-89_A_Z
8av2-model-9,0.2127,8av2-model-9_A_Z
8av2-model-90,0.0844,8av2-model-90_A_Z
8av2-model-91,0.1273,8av2-model-91_A_Z
8av2-model-92,0.1771,8av2-model-92_A_Z
8av2-model-93,0.1631,8av2-model-93_A_Z
8av2-model-94,0.2274,8av2-model-94_A_Z
8av2-model-95,0.1056,8av2-model-95_A_Z
8av2-model-96,0.1428,8av2-model-96_A_Z
8av2-model-97,0.2003,8av2-model-97_A_Z
8av2-model-98,0.1393,8av2-model-98_A_Z
8av2-model-99,0.099,8av2-model-99_A_Z
8ay3-model-1,0.2049,8ay3-model-1_A_Z
8ay3-model-10,0.2015,8ay3-model-10_A_Z
8ay3-model-100,0.2274,8ay3-model-100_A_Z
8ay3-model-11,0.093,8ay3-model-11_A_Z
8ay3-model-12,0.1196,8ay3-model-12_A_Z
8ay3-model-13,0.2274,8ay3-model-13_A_Z
8ay3-model-14,0.2274,8ay3-model-14_A_Z
8ay3-model-15,0.094,8ay3-model-15_A_Z
8ay3-model-16,0.2274,8ay3-model-16_A_Z
8ay3-model-17,0.0833,8ay3-model-17_A_Z
8ay3-model-18,0.1141,8ay3-model-18_A_Z
8ay3-model-19,0.1012,8ay3-model-19_A_Z
8ay3-model-2,0.1874,8ay3-model-2_A_Z
8ay3-model-20,0.2041,8ay3-model-20_A_Z
8ay3-model-21,0.1018,8ay3-model-21_A_Z
8ay3-model-22,0.2235,8ay3-model-22_A_Z
8ay3-model-23,0.2274,8ay3-model-23_A_Z
8ay3-model-24,0.0857,8ay3-model-24_A_Z
8ay3-model-25,0.3745,8ay3-model-25_A_Z
8ay3-model-26,0.1969,8ay3-model-26_A_Z
8ay3-model-27,0.2052,8ay3-model-27_A_Z
8ay3-model-28,0.1954,8ay3-model-28_A_Z
8ay3-model-29,0.0908,8ay3-model-29_A_Z
8ay3-model-3,0.2274,8ay3-model-3_A_Z
8ay3-model-30,0.1258,8ay3-model-30_A_Z
8ay3-model-31,0.0875,8ay3-model-31_A_Z
8ay3-model-32,0.2314,8ay3-model-32_A_Z
8ay3-model-33,0.2274,8ay3-model-33_A_Z
8ay3-model-34,0.1022,8ay3-model-34_A_Z
8ay3-model-35,0.2274,8ay3-model-35_A_Z
8ay3-model-36,0.1924,8ay3-model-36_A_Z
8ay3-model-37,0.1702,8ay3-model-37_A_Z
8ay3-model-38,0.1,8ay3-model-38_A_Z
8ay3-model-39,0.2534,8ay3-model-39_A_Z
8ay3-model-4,0.1268,8ay3-model-4_A_Z
8ay3-model-40,0.0816,8ay3-model-40_A_Z
8ay3-model-41,0.1327,8ay3-model-41_A_Z
8ay3-model-42,0.17,8ay3-model-42_A_Z
8ay3-model-43,0.0845,8ay3-model-43_A_Z
8ay3-model-44,0.1038,8ay3-model-44_A_Z
8ay3-model-45,0.0766,8ay3-model-45_A_Z
8ay3-model-46,0.0887,8ay3-model-46_A_Z
8ay3-model-47,0.437,8ay3-model-47_A_Z
8ay3-model-48,0.1744,8ay3-model-48_A_Z
8ay3-model-49,0.1162,8ay3-model-49_A_Z
8ay3-model-5,0.1295,8ay3-model-5_A_Z
8ay3-model-50,0.1415,8ay3-model-50_A_Z
8ay3-model-51,0.2274,8ay3-model-51_A_Z
8ay3-model-52,0.1942,8ay3-model-52_A_Z
8ay3-model-53,0.2586,8ay3-model-53_A_Z
8ay3-model-54,0.1823,8ay3-model-54_A_Z
8ay3-model-55,0.1192,8ay3-model-55_A_Z
8ay3-model-56,0.1156,8ay3-model-56_A_Z
8ay3-model-57,0.1474,8ay3-model-57_A_Z
8ay3-model-58,0.5295,8ay3-model-58_A_Z
8ay3-model-59,0.133,8ay3-model-59_A_Z
8ay3-model-6,0.2157,8ay3-model-6_A_Z
8ay3-model-60,0.2274,8ay3-model-60_A_Z
8ay3-model-61,0.3078,8ay3-model-61_A_Z
8ay3-model-62,0.2174,8ay3-model-62_A_Z
8ay3-model-63,0.2286,8ay3-model-63_A_Z
8ay3-model-64,0.129,8ay3-model-64_A_Z
8ay3-model-65,0.2274,8ay3-model-65_A_Z
8ay3-model-66,0.1308,8ay3-model-66_A_Z
8ay3-model-67,0.2087,8ay3-model-67_A_Z
8ay3-model-68,0.1239,8ay3-model-68_A_Z
8ay3-model-69,0.1151,8ay3-model-69_A_Z
8ay3-model-7,0.0943,8ay3-model-7_A_Z
8ay3-model-70,0.0878,8ay3-model-70_A_Z
8ay3-model-71,0.111,8ay3-model-71_A_Z
8ay3-model-72,0.2274,8ay3-model-72_A_Z
8ay3-model-73,0.0939,8ay3-model-73_A_Z
8ay3-model-74,0.1474,8ay3-model-74_A_Z
8ay3-model-75,0.1599,8ay3-model-75_A_Z
8ay3-model-76,0.1298,8ay3-model-76_A_Z
8ay3-model-77,0.2287,8ay3-model-77_A_Z
8ay3-model-78,0.2436,8ay3-model-78_A_Z
8ay3-model-79,0.2446,8ay3-model-79_A_Z
8ay3-model-8,0.2274,8ay3-model-8_A_Z
8ay3-model-80,0.1221,8ay3-model-80_A_Z
8ay3-model-81,0.1532,8ay3-model-81_A_Z
8ay3-model-82,0.2274,8ay3-model-82_A_Z
8ay3-model-83,0.1397,8ay3-model-83_A_Z
8ay3-model-84,0.1025,8ay3-model-84_A_Z
8ay3-model-85,0.2274,8ay3-model-85_A_Z
8ay3-model-86,0.2274,8ay3-model-86_A_Z
8ay3-model-87,0.1644,8ay3-model-87_A_Z
8ay3-model-88,0.0533,8ay3-model-88_A_Z
8ay3-model-89,0.0997,8ay3-model-89_A_Z
8ay3-model-9,0.1479,8ay3-model-9_A_Z
8ay3-model-90,0.0971,8ay3-model-90_A_Z
8ay3-model-91,0.0903,8ay3-model-91_A_Z
8ay3-model-92,0.143,8ay3-model-92_A_Z
8ay3-model-93,0.1221,8ay3-model-93_A_Z
8ay3-model-94,0.2274,8ay3-model-94_A_Z
8ay3-model-95,0.1111,8ay3-model-95_A_Z
8ay3-model-96,0.2483,8ay3-model-96_A_Z
8ay3-model-97,0.0914,8ay3-model-97_A_Z
8ay3-model-98,0.2274,8ay3-model-98_A_Z
8ay3-model-99,0.2176,8ay3-model-99_A_Z
8b05-model-1,0.1604,8b05-model-1_A_Z
8b05-model-10,0.1808,8b05-model-10_A_Z
8b05-model-100,0.2439,8b05-model-100_A_Z
8b05-model-11,0.1436,8b05-model-11_A_Z
8b05-model-12,0.2419,8b05-model-12_A_Z
8b05-model-13,0.0914,8b05-model-13_A_Z
8b05-model-14,0.2606,8b05-model-14_A_Z
8b05-model-15,0.2274,8b05-model-15_A_Z
8b05-model-16,0.2352,8b05-model-16_A_Z
8b05-model-17,0.198,8b05-model-17_A_Z
8b05-model-18,0.1379,8b05-model-18_A_Z
8b05-model-19,0.0946,8b05-model-19_A_Z
8b05-model-2,0.1064,8b05-model-2_A_Z
8b05-model-20,0.1792,8b05-model-20_A_Z
8b05-model-21,0.1349,8b05-model-21_A_Z
8b05-model-22,0.2396,8b05-model-22_A_Z
8b05-model-23,0.093,8b05-model-23_A_Z
8b05-model-24,0.2274,8b05-model-24_A_Z
8b05-model-25,0.2274,8b05-model-25_A_Z
8b05-model-26,0.2676,8b05-model-26_A_Z
8b05-model-27,0.0946,8b05-model-27_A_Z
8b05-model-28,0.0798,8b05-model-28_A_Z
8b05-model-29,0.0911,8b05-model-29_A_Z
8b05-model-3,0.1155,8b05-model-3_A_Z
8b05-model-30,0.2274,8b05-model-30_A_Z
8b05-model-31,0.1256,8b05-model-31_A_Z
8b05-model-32,0.141,8b05-model-32_A_Z
8b05-model-33,0.2274,8b05-model-33_A_Z
8b05-model-34,0.2081,8b05-model-34_A_Z
8b05-model-35,0.0927,8b05-model-35_A_Z
8b05-model-36,0.2719,8b05-model-36_A_Z
8b05-model-37,0.2274,8b05-model-37_A_Z
8b05-model-38,0.2153,8b05-model-38_A_Z
8b05-model-39,0.2274,8b05-model-39_A_Z
8b05-model-4,0.0635,8b05-model-4_A_Z
8b05-model-40,0.27,8b05-model-40_A_Z
8b05-model-41,0.245,8b05-model-41_A_Z
8b05-model-42,0.0607,8b05-model-42_A_Z
8b05-model-43,0.1213,8b05-model-43_A_Z
8b05-model-44,0.2274,8b05-model-44_A_Z
8b05-model-45,0.1566,8b05-model-45_A_Z
8b05-model-46,0.2274,8b05-model-46_A_Z
8b05-model-47,0.2274,8b05-model-47_A_Z
8b05-model-48,0.1991,8b05-model-48_A_Z
8b05-model-49,0.2225,8b05-model-49_A_Z
8b05-model-5,0.0454,8b05-model-5_A_Z
8b05-model-50,0.099,8b05-model-50_A_Z
8b05-model-51,0.2391,8b05-model-51_A_Z
8b05-model-52,0.1754,8b05-model-52_A_Z
8b05-model-53,0.2314,8b05-model-53_A_Z
8b05-model-54,0.2022,8b05-model-54_A_Z
8b05-model-55,0.2274,8b05-model-55_A_Z
8b05-model-56,0.2274,8b05-model-56_A_Z
8b05-model-57,0.2274,8b05-model-57_A_Z
8b05-model-58,0.1277,8b05-model-58_A_Z
8b05-model-59,0.1381,8b05-model-59_A_Z
8b05-model-6,0.1516,8b05-model-6_A_Z
8b05-model-60,0.1349,8b05-model-60_A_Z
8b05-model-61,0.2274,8b05-model-61_A_Z
8b05-model-62,0.0791,8b05-model-62_A_Z
8b05-model-63,0.1963,8b05-model-63_A_Z
8b05-model-64,0.2381,8b05-model-64_A_Z
8b05-model-65,0.2274,8b05-model-65_A_Z
8b05-model-66,0.086,8b05-model-66_A_Z
8b05-model-67,0.1367,8b05-model-67_A_Z
8b05-model-68,0.0937,8b05-model-68_A_Z
8b05-model-69,0.2274,8b05-model-69_A_Z
8b05-model-7,0.14,8b05-model-7_A_Z
8b05-model-70,0.2274,8b05-model-70_A_Z
8b05-model-71,0.2193,8b05-model-71_A_Z
8b05-model-72,0.2274,8b05-model-72_A_Z
8b05-model-73,0.1129,8b05-model-73_A_Z
8b05-model-74,0.0892,8b05-model-74_A_Z
8b05-model-75,0.2287,8b05-model-75_A_Z
8b05-model-76,0.1565,8b05-model-76_A_Z
8b05-model-77,0.2166,8b05-model-77_A_Z
8b05-model-78,0.1181,8b05-model-78_A_Z
8b05-model-79,0.1534,8b05-model-79_A_Z
8b05-model-8,0.075,8b05-model-8_A_Z
8b05-model-80,0.2274,8b05-model-80_A_Z
8b05-model-81,0.1171,8b05-model-81_A_Z
8b05-model-82,0.2274,8b05-model-82_A_Z
8b05-model-83,0.1307,8b05-model-83_A_Z
8b05-model-84,0.2274,8b05-model-84_A_Z
8b05-model-85,0.2274,8b05-model-85_A_Z
8b05-model-86,0.662,8b05-model-86_A_Z
8b05-model-87,0.2274,8b05-model-87_A_Z
8b05-model-88,0.19,8b05-model-88_A_Z
8b05-model-89,0.2425,8b05-model-89_A_Z
8b05-model-9,0.1487,8b05-model-9_A_Z
8b05-model-90,0.2522,8b05-model-90_A_Z
8b05-model-91,0.1313,8b05-model-91_A_Z
8b05-model-92,0.0957,8b05-model-92_A_Z
8b05-model-93,0.233,8b05-model-93_A_Z
8b05-model-94,0.1058,8b05-model-94_A_Z
8b05-model-95,0.2343,8b05-model-95_A_Z
8b05-model-96,0.1068,8b05-model-96_A_Z
8b05-model-97,0.2274,8b05-model-97_A_Z
8b05-model-98,0.0834,8b05-model-98_A_Z
8b05-model-99,0.1026,8b05-model-99_A_Z
8b54-model-1,0.1562,8b54-model-1_A_Z
8b54-model-10,0.0963,8b54-model-10_A_Z
8b54-model-100,0.1699,8b54-model-100_A_Z
8b54-model-11,0.0965,8b54-model-11_A_Z
8b54-model-12,0.1245,8b54-model-12_A_Z
8b54-model-13,0.093,8b54-model-13_A_Z
8b54-model-14,0.2274,8b54-model-14_A_Z
8b54-model-15,0.2038,8b54-model-15_A_Z
8b54-model-16,0.1016,8b54-model-16_A_Z
8b54-model-17,0.1726,8b54-model-17_A_Z
8b54-model-18,0.6208,8b54-model-18_A_Z
8b54-model-19,0.0851,8b54-model-19_A_Z
8b54-model-2,0.1152,8b54-model-2_A_Z
8b54-model-20,0.1294,8b54-model-20_A_Z
8b54-model-21,0.2314,8b54-model-21_A_Z
8b54-model-22,0.1431,8b54-model-22_A_Z
8b54-model-23,0.2274,8b54-model-23_A_Z
8b54-model-24,0.6815,8b54-model-24_A_Z
8b54-model-25,0.3034,8b54-model-25_A_Z
8b54-model-26,0.1602,8b54-model-26_A_Z
8b54-model-27,0.1107,8b54-model-27_A_Z
8b54-model-28,0.3485,8b54-model-28_A_Z
8b54-model-29,0.1265,8b54-model-29_A_Z
8b54-model-3,0.2612,8b54-model-3_A_Z
8b54-model-30,0.1888,8b54-model-30_A_Z
8b54-model-31,0.0854,8b54-model-31_A_Z
8b54-model-32,0.1477,8b54-model-32_A_Z
8b54-model-33,0.1181,8b54-model-33_A_Z
8b54-model-34,0.2274,8b54-model-34_A_Z
8b54-model-35,0.053,8b54-model-35_A_Z
8b54-model-36,0.1205,8b54-model-36_A_Z
8b54-model-37,0.2274,8b54-model-37_A_Z
8b54-model-38,0.2672,8b54-model-38_A_Z
8b54-model-39,0.1028,8b54-model-39_A_Z
8b54-model-4,0.0972,8b54-model-4_A_Z
8b54-model-40,0.0708,8b54-model-40_A_Z
8b54-model-41,0.2599,8b54-model-41_A_Z
8b54-model-42,0.1326,8b54-model-42_A_Z
8b54-model-43,0.0978,8b54-model-43_A_Z
8b54-model-44,0.1607,8b54-model-44_A_Z
8b54-model-45,0.0904,8b54-model-45_A_Z
8b54-model-46,0.1212,8b54-model-46_A_Z
8b54-model-47,0.1169,8b54-model-47_A_Z
8b54-model-48,0.0661,8b54-model-48_A_Z
8b54-model-49,0.4208,8b54-model-49_A_Z
8b54-model-5,0.113,8b54-model-5_A_Z
8b54-model-50,0.1068,8b54-model-50_A_Z
8b54-model-51,0.4761,8b54-model-51_A_Z
8b54-model-52,0.0711,8b54-model-52_A_Z
8b54-model-53,0.1693,8b54-model-53_A_Z
8b54-model-54,0.26,8b54-model-54_A_Z
8b54-model-55,0.0893,8b54-model-55_A_Z
8b54-model-56,0.244,8b54-model-56_A_Z
8b54-model-57,0.128,8b54-model-57_A_Z
8b54-model-58,0.2324,8b54-model-58_A_Z
8b54-model-59,0.1014,8b54-model-59_A_Z
8b54-model-6,0.2818,8b54-model-6_A_Z
8b54-model-60,0.3044,8b54-model-60_A_Z
8b54-model-61,0.0784,8b54-model-61_A_Z
8b54-model-62,0.2274,8b54-model-62_A_Z
8b54-model-63,0.0876,8b54-model-63_A_Z
8b54-model-64,0.2308,8b54-model-64_A_Z
8b54-model-65,0.0912,8b54-model-65_A_Z
8b54-model-66,0.1214,8b54-model-66_A_Z
8b54-model-67,0.0589,8b54-model-67_A_Z
8b54-model-68,0.1239,8b54-model-68_A_Z
8b54-model-69,0.0747,8b54-model-69_A_Z
8b54-model-7,0.084,8b54-model-7_A_Z
8b54-model-70,0.2274,8b54-model-70_A_Z
8b54-model-71,0.0979,8b54-model-71_A_Z
8b54-model-72,0.2274,8b54-model-72_A_Z
8b54-model-73,0.0729,8b54-model-73_A_Z
8b54-model-74,0.0788,8b54-model-74_A_Z
8b54-model-75,0.1841,8b54-model-75_A_Z
8b54-model-76,0.1072,8b54-model-76_A_Z
8b54-model-77,0.1574,8b54-model-77_A_Z
8b54-model-78,0.2592,8b54-model-78_A_Z
8b54-model-79,0.1037,8b54-model-79_A_Z
8b54-model-8,0.7283,8b54-model-8_A_Z
8b54-model-80,0.0907,8b54-model-80_A_Z
8b54-model-81,0.1229,8b54-model-81_A_Z
8b54-model-82,0.3161,8b54-model-82_A_Z
8b54-model-83,0.0799,8b54-model-83_A_Z
8b54-model-84,0.1137,8b54-model-84_A_Z
8b54-model-85,0.2274,8b54-model-85_A_Z
8b54-model-86,0.0605,8b54-model-86_A_Z
8b54-model-87,0.2486,8b54-model-87_A_Z
8b54-model-88,0.5026,8b54-model-88_A_Z
8b54-model-89,0.1529,8b54-model-89_A_Z
8b54-model-9,0.0771,8b54-model-9_A_Z
8b54-model-90,0.6373,8b54-model-90_A_Z
8b54-model-91,0.215,8b54-model-91_A_Z
8b54-model-92,0.2286,8b54-model-92_A_Z
8b54-model-93,0.6931,8b54-model-93_A_Z
8b54-model-94,0.0901,8b54-model-94_A_Z
8b54-model-95,0.1009,8b54-model-95_A_Z
8b54-model-96,0.1502,8b54-model-96_A_Z
8b54-model-97,0.2932,8b54-model-97_A_Z
8b54-model-98,0.1692,8b54-model-98_A_Z
8b54-model-99,0.2274,8b54-model-99_A_Z
8bb7-model-1,0.096,8bb7-model-1_A_Z
8bb7-model-10,0.0915,8bb7-model-10_A_Z
8bb7-model-100,0.2758,8bb7-model-100_A_Z
8bb7-model-11,0.084,8bb7-model-11_A_Z
8bb7-model-12,0.1351,8bb7-model-12_A_Z
8bb7-model-13,0.1968,8bb7-model-13_A_Z
8bb7-model-14,0.1564,8bb7-model-14_A_Z
8bb7-model-15,0.2108,8bb7-model-15_A_Z
8bb7-model-16,0.1623,8bb7-model-16_A_Z
8bb7-model-17,0.2138,8bb7-model-17_A_Z
8bb7-model-18,0.073,8bb7-model-18_A_Z
8bb7-model-19,0.1019,8bb7-model-19_A_Z
8bb7-model-2,0.3632,8bb7-model-2_A_Z
8bb7-model-20,0.2045,8bb7-model-20_A_Z
8bb7-model-21,0.4619,8bb7-model-21_A_Z
8bb7-model-22,0.1157,8bb7-model-22_A_Z
8bb7-model-23,0.1172,8bb7-model-23_A_Z
8bb7-model-24,0.118,8bb7-model-24_A_Z
8bb7-model-25,0.1501,8bb7-model-25_A_Z
8bb7-model-26,0.1028,8bb7-model-26_A_Z
8bb7-model-27,0.2887,8bb7-model-27_A_Z
8bb7-model-28,0.2803,8bb7-model-28_A_Z
8bb7-model-29,0.1186,8bb7-model-29_A_Z
8bb7-model-3,0.0681,8bb7-model-3_A_Z
8bb7-model-30,0.1348,8bb7-model-30_A_Z
8bb7-model-31,0.1459,8bb7-model-31_A_Z
8bb7-model-32,0.08,8bb7-model-32_A_Z
8bb7-model-33,0.2359,8bb7-model-33_A_Z
8bb7-model-34,0.2576,8bb7-model-34_A_Z
8bb7-model-35,0.1637,8bb7-model-35_A_Z
8bb7-model-36,0.2333,8bb7-model-36_A_Z
8bb7-model-37,0.0714,8bb7-model-37_A_Z
8bb7-model-38,0.1215,8bb7-model-38_A_Z
8bb7-model-39,0.1765,8bb7-model-39_A_Z
8bb7-model-4,0.1581,8bb7-model-4_A_Z
8bb7-model-40,0.1207,8bb7-model-40_A_Z
8bb7-model-41,0.1033,8bb7-model-41_A_Z
8bb7-model-42,0.2187,8bb7-model-42_A_Z
8bb7-model-43,0.1199,8bb7-model-43_A_Z
8bb7-model-44,0.129,8bb7-model-44_A_Z
8bb7-model-45,0.1225,8bb7-model-45_A_Z
8bb7-model-46,0.1259,8bb7-model-46_A_Z
8bb7-model-47,0.2407,8bb7-model-47_A_Z
8bb7-model-48,0.5694,8bb7-model-48_A_Z
8bb7-model-49,0.1574,8bb7-model-49_A_Z
8bb7-model-5,0.1235,8bb7-model-5_A_Z
8bb7-model-50,0.1759,8bb7-model-50_A_Z
8bb7-model-51,0.1197,8bb7-model-51_A_Z
8bb7-model-52,0.1354,8bb7-model-52_A_Z
8bb7-model-53,0.2402,8bb7-model-53_A_Z
8bb7-model-54,0.2329,8bb7-model-54_A_Z
8bb7-model-55,0.2274,8bb7-model-55_A_Z
8bb7-model-56,0.0888,8bb7-model-56_A_Z
8bb7-model-57,0.2274,8bb7-model-57_A_Z
8bb7-model-58,0.3116,8bb7-model-58_A_Z
8bb7-model-59,0.093,8bb7-model-59_A_Z
8bb7-model-6,0.2885,8bb7-model-6_A_Z
8bb7-model-60,0.1016,8bb7-model-60_A_Z
8bb7-model-61,0.143,8bb7-model-61_A_Z
8bb7-model-62,0.2192,8bb7-model-62_A_Z
8bb7-model-63,0.2704,8bb7-model-63_A_Z
8bb7-model-64,0.3179,8bb7-model-64_A_Z
8bb7-model-65,0.273,8bb7-model-65_A_Z
8bb7-model-66,0.0958,8bb7-model-66_A_Z
8bb7-model-67,0.2511,8bb7-model-67_A_Z
8bb7-model-68,0.2775,8bb7-model-68_A_Z
8bb7-model-69,0.1098,8bb7-model-69_A_Z
8bb7-model-7,0.2669,8bb7-model-7_A_Z
8bb7-model-70,0.1205,8bb7-model-70_A_Z
8bb7-model-71,0.0919,8bb7-model-71_A_Z
8bb7-model-72,0.3121,8bb7-model-72_A_Z
8bb7-model-73,0.1069,8bb7-model-73_A_Z
8bb7-model-74,0.065,8bb7-model-74_A_Z
8bb7-model-75,0.0749,8bb7-model-75_A_Z
8bb7-model-76,0.1036,8bb7-model-76_A_Z
8bb7-model-77,0.3106,8bb7-model-77_A_Z
8bb7-model-78,0.1048,8bb7-model-78_A_Z
8bb7-model-79,0.2713,8bb7-model-79_A_Z
8bb7-model-8,0.4006,8bb7-model-8_A_Z
8bb7-model-80,0.0489,8bb7-model-80_A_Z
8bb7-model-81,0.3553,8bb7-model-81_A_Z
8bb7-model-82,0.0815,8bb7-model-82_A_Z
8bb7-model-83,0.2416,8bb7-model-83_A_Z
8bb7-model-84,0.1027,8bb7-model-84_A_Z
8bb7-model-85,0.2756,8bb7-model-85_A_Z
8bb7-model-86,0.1429,8bb7-model-86_A_Z
8bb7-model-87,0.1746,8bb7-model-87_A_Z
8bb7-model-88,0.1943,8bb7-model-88_A_Z
8bb7-model-89,0.5974,8bb7-model-89_A_Z
8bb7-model-9,0.231,8bb7-model-9_A_Z
8bb7-model-90,0.1026,8bb7-model-90_A_Z
8bb7-model-91,0.1387,8bb7-model-91_A_Z
8bb7-model-92,0.0857,8bb7-model-92_A_Z
8bb7-model-93,0.2426,8bb7-model-93_A_Z
8bb7-model-94,0.3087,8bb7-model-94_A_Z
8bb7-model-95,0.5075,8bb7-model-95_A_Z
8bb7-model-96,0.0474,8bb7-model-96_A_Z
8bb7-model-97,0.0968,8bb7-model-97_A_Z
8bb7-model-98,0.0783,8bb7-model-98_A_Z
8bb7-model-99,0.215,8bb7-model-99_A_Z
8bc8-model-1,0.1514,8bc8-model-1_A_Z
8bc8-model-10,0.1025,8bc8-model-10_A_Z
8bc8-model-100,0.2196,8bc8-model-100_A_Z
8bc8-model-11,0.2829,8bc8-model-11_A_Z
8bc8-model-12,0.2692,8bc8-model-12_A_Z
8bc8-model-13,0.0719,8bc8-model-13_A_Z
8bc8-model-14,0.2679,8bc8-model-14_A_Z
8bc8-model-15,0.1619,8bc8-model-15_A_Z
8bc8-model-16,0.1027,8bc8-model-16_A_Z
8bc8-model-17,0.1292,8bc8-model-17_A_Z
8bc8-model-18,0.2285,8bc8-model-18_A_Z
8bc8-model-19,0.2743,8bc8-model-19_A_Z
8bc8-model-2,0.1266,8bc8-model-2_A_Z
8bc8-model-20,0.2274,8bc8-model-20_A_Z
8bc8-model-21,0.2045,8bc8-model-21_A_Z
8bc8-model-22,0.258,8bc8-model-22_A_Z
8bc8-model-23,0.2187,8bc8-model-23_A_Z
8bc8-model-24,0.2274,8bc8-model-24_A_Z
8bc8-model-25,0.5132,8bc8-model-25_A_Z
